Age,Income,Satisfaction,Occupation_Employed,Occupation_Retired,Occupation_Self-Employed,Occupation_Student,Occupation
3.9512437185814275,,1,False,False,True,False,2
4.48863636973214,66343.50393295674,1,False,True,False,False,1
4.382026634673881,64101.920238182225,2,False,False,True,False,2
4.356708826689592,30622.046935229144,1,True,False,False,False,0
3.5553480614894135,16655.263753557956,4,False,False,True,False,2
4.02535169073515,22123.805464861536,4,False,True,False,False,1
4.127134385045092,32495.481885862828,3,False,False,True,False,2
3.8918202981106265,77691.8812036199,4,False,True,False,False,1
3.4965075614664802,75417.3011331005,1,False,False,True,False,2
3.4339872044851463,63389.85832913388,3,True,False,False,False,0
4.343805421853684,36998.195136537746,4,False,False,False,True,3
3.332204510175204,29479.914519184964,2,False,True,False,False,1
4.499809670330265,,1,False,False,False,True,3
4.07753744390572,19261.46172027568,5,False,False,False,True,3
3.367295829986474,38255.19872191531,3,False,False,True,False,2
4.110873864173311,61682.11229048888,3,False,False,True,False,2
3.7376696182833684,81988.83225213634,4,False,True,False,False,1
4.2626798770413155,78069.29538907137,5,False,False,True,False,2
4.290459441148391,42218.46206268564,4,False,False,True,False,2
3.1354942159291497,57446.27758685917,3,False,False,False,True,3
4.394449154672439,60391.53528323743,1,False,False,True,False,2
3.7612001156935624,48489.15339719214,4,False,True,False,False,1
3.6635616461296463,34787.599451275775,5,True,False,False,False,0
3.091042453358316,59583.343863177615,2,True,False,False,False,0
4.3694478524670215,34174.620705740796,2,False,False,True,False,2
4.23410650459726,77258.852868344,3,True,False,False,False,0
3.6109179126442243,80929.81326390278,1,False,False,True,False,2
3.2188758248682006,59457.66762163341,1,False,False,False,True,3
4.07753744390572,50034.45329084704,2,False,False,True,False,2
3.1780538303479458,38947.83382934449,4,False,False,True,False,2
4.2626798770413155,81727.33256106854,2,False,False,False,True,3
3.784189633918261,39608.78265142958,3,False,False,True,False,2
4.477336814478207,53969.7295797639,4,False,False,True,False,2
4.3694478524670215,45542.44430810632,3,False,False,False,True,3
4.127134385045092,41335.11453452409,5,False,True,False,False,1
4.02535169073515,44520.72438797742,3,False,False,True,False,2
4.143134726391533,75784.86205257918,4,False,False,True,False,2
4.189654742026425,77454.7177958513,3,True,False,False,False,0
4.30406509320417,95488.4792386226,1,True,False,False,False,0
3.8066624897703196,44342.75344472435,3,False,False,False,True,3
3.1780538303479458,14955.011282270045,2,True,False,False,False,0
2.9444389791664403,54026.859263272614,5,False,True,False,False,1
4.1588830833596715,19337.50989545259,1,False,False,True,False,2
3.7612001156935624,31350.748137770417,5,True,False,False,False,0
3.6888794541139363,56518.665834229134,5,False,False,True,False,2
4.127134385045092,67940.3850849304,4,False,False,True,False,2
3.6109179126442243,68400.99396596006,4,False,True,False,False,1
4.430816798843313,90923.58902043223,2,False,False,True,False,2
4.04305126783455,61472.39273312911,5,False,False,False,True,3
4.394449154672439,54759.103947356394,4,False,False,True,False,2
3.367295829986474,76500.46049248992,1,False,False,False,True,3
4.48863636973214,34108.94100470294,1,False,False,False,True,3
3.6375861597263857,59238.89574183398,5,False,True,False,False,1
4.110873864173311,76233.04180627584,4,False,False,True,False,2
4.04305126783455,67905.00381246945,3,False,False,False,True,3
3.8501476017100584,73052.86115140046,2,False,False,False,True,3
4.394449154672439,33050.06348556721,1,False,True,False,False,1
4.110873864173311,62109.38209693936,5,False,True,False,False,1
4.330733340286331,56645.93332811431,1,False,False,True,False,2
3.2188758248682006,41210.95030785301,3,False,False,False,True,3
3.7376696182833684,26823.177064981704,5,True,False,False,False,0
4.204692619390966,96659.64082739268,3,False,False,False,True,3
4.343805421853684,64466.2777558265,1,False,True,False,False,1
3.2188758248682006,59544.635385737034,1,False,False,True,False,2
4.143134726391533,50809.11384895731,4,False,False,True,False,2
3.970291913552122,36319.64722890276,5,False,False,True,False,2
4.219507705176107,97604.53893095232,1,False,False,False,True,3
3.367295829986474,56174.99021650013,4,False,False,True,False,2
4.442651256490317,80363.09232911548,2,False,False,False,True,3
4.499809670330265,61181.594338095696,1,True,False,False,False,0
3.8066624897703196,47552.89508125515,2,False,False,True,False,2
4.23410650459726,16565.593965993135,4,True,False,False,False,0
3.828641396489095,72343.95876121693,5,True,False,False,False,0
4.110873864173311,56067.064955487826,2,True,False,False,False,0
3.828641396489095,42146.67240212393,5,False,False,True,False,2
4.276666119016055,76810.52455667302,3,False,False,False,True,3
4.04305126783455,60627.95834276453,4,True,False,False,False,0
3.091042453358316,51397.651258638914,3,True,False,False,False,0
4.330733340286331,58003.86143315053,4,False,True,False,False,1
4.31748811353631,75355.83874687411,5,False,True,False,False,1
3.6635616461296463,43027.01563628859,5,True,False,False,False,0
3.2188758248682006,86938.07986593536,3,False,False,False,True,3
4.30406509320417,36264.95166475006,1,False,False,True,False,2
3.5263605246161616,21629.53140315832,4,False,True,False,False,1
3.1780538303479458,,5,True,False,False,False,0
4.219507705176107,42561.078018913286,4,False,False,True,False,2
4.356708826689592,67755.25563570138,2,False,False,True,False,2
3.970291913552122,73480.6915766565,2,False,False,False,True,3
4.418840607796598,67025.2340922534,5,False,False,False,True,3
4.3694478524670215,56029.612361789324,1,False,False,True,False,2
4.31748811353631,37038.879645067485,4,False,False,True,False,2
3.6375861597263857,38222.13371592464,1,True,False,False,False,0
4.174387269895637,,2,False,True,False,False,1
3.9318256327243257,32214.14469029562,1,True,False,False,False,0
4.330733340286331,74447.73799984579,5,True,False,False,False,0
4.330733340286331,72352.03261132051,5,True,False,False,False,0
4.04305126783455,64712.657122533965,1,False,False,True,False,2
4.382026634673881,52242.526372948225,2,False,False,False,True,3
4.418840607796598,69168.5001340738,5,False,False,False,True,3
3.4011973816621555,33440.74977446478,5,False,False,True,False,2
4.143134726391533,,3,True,False,False,False,0
3.2188758248682006,71742.60858185492,4,False,True,False,False,1
3.784189633918261,38830.34460562361,3,False,False,False,True,3
3.713572066704308,50187.42116599329,3,False,False,False,True,3
4.127134385045092,49652.91477638723,4,False,True,False,False,1
2.995732273553991,,3,False,True,False,False,1
4.465908118654584,42000.20333325187,2,True,False,False,False,0
2.995732273553991,46115.26810132651,2,False,True,False,False,1
4.127134385045092,59274.14112068742,5,False,False,False,True,3
3.6888794541139363,41497.055419300676,1,False,False,True,False,2
3.2188758248682006,,2,False,True,False,False,1
3.871201010907891,44046.72207001167,3,False,False,True,False,2
4.174387269895637,45817.45202931691,2,False,True,False,False,1
3.4965075614664802,40397.34376490889,5,False,False,False,True,3
3.9889840465642745,72522.1346459792,2,False,True,False,False,1
4.30406509320417,72371.4065920985,5,False,False,True,False,2
4.276666119016055,21334.77689662971,1,False,False,True,False,2
4.276666119016055,28526.10098359987,1,False,False,False,True,3
4.31748811353631,45183.91957672367,2,True,False,False,False,0
3.912023005428146,30412.92891693077,2,False,True,False,False,1
3.5263605246161616,,4,False,False,False,True,3
4.2626798770413155,96338.41754918903,5,False,False,False,True,3
3.5263605246161616,39462.74333155943,3,False,False,False,True,3
4.127134385045092,94643.31680924517,2,True,False,False,False,0
4.02535169073515,53561.51808340741,5,False,True,False,False,1
3.295836866004329,29308.85040246544,2,False,True,False,False,1
4.290459441148391,83584.95345864925,5,True,False,False,False,0
3.9512437185814275,,3,False,False,True,False,2
3.9889840465642745,43987.47946041129,2,False,True,False,False,1
4.060443010546419,,1,False,False,True,False,2
3.1780538303479458,42485.65805139257,2,True,False,False,False,0
4.465908118654584,45094.87162385966,2,False,False,False,True,3
3.828641396489095,54575.10764600636,2,False,False,True,False,2
4.110873864173311,10346.52826342965,5,True,False,False,False,0
3.912023005428146,32016.250740250387,5,True,False,False,False,0
3.4011973816621555,52921.33878189016,5,False,True,False,False,1
3.4339872044851463,11385.590352823743,2,True,False,False,False,0
4.189654742026425,55706.39604440567,1,True,False,False,False,0
4.174387269895637,41372.20351916987,1,False,False,False,True,3
4.143134726391533,44758.152568017176,4,False,True,False,False,1
4.23410650459726,46029.994458701025,5,True,False,False,False,0
4.007333185232471,34516.64454619762,5,True,False,False,False,0
3.6109179126442243,68675.70724112484,2,True,False,False,False,0
3.7376696182833684,26378.051524270144,3,False,False,True,False,2
3.970291913552122,55970.97490379997,3,True,False,False,False,0
4.430816798843313,94486.57401573728,4,True,False,False,False,0
3.8501476017100584,56780.0810399358,1,False,False,False,True,3
4.394449154672439,56743.7752832818,3,False,False,False,True,3
4.394449154672439,61874.30647908031,4,False,True,False,False,1
4.060443010546419,48259.57789057769,1,False,False,True,False,2
3.5553480614894135,64602.64984769115,3,False,True,False,False,1
3.5553480614894135,19751.07213354641,5,False,True,False,False,1
4.276666119016055,,4,False,False,False,True,3
4.418840607796598,43627.49597237713,2,False,False,True,False,2
3.8501476017100584,39903.24011926462,1,False,False,False,True,3
4.127134385045092,,2,False,False,False,True,3
3.713572066704308,34818.21567444704,5,False,False,True,False,2
4.02535169073515,,2,True,False,False,False,0
3.4965075614664802,25358.738904434416,3,False,False,True,False,2
3.6375861597263857,49946.14035351015,5,False,False,False,True,3
4.499809670330265,41652.34361923496,4,False,True,False,False,1
4.330733340286331,72962.24732355961,2,False,False,True,False,2
3.2188758248682006,62042.26619055362,4,False,True,False,False,1
4.418840607796598,45514.4165870463,3,False,False,True,False,2
4.007333185232471,65798.70476139698,1,True,False,False,False,0
3.6635616461296463,72903.63401905302,4,True,False,False,False,0
4.02535169073515,70171.61182543222,1,False,False,False,True,3
4.007333185232471,35559.28058053118,3,True,False,False,False,0
3.1354942159291497,,4,False,False,True,False,2
4.477336814478207,,3,True,False,False,False,0
3.367295829986474,85419.91267335274,1,False,True,False,False,1
3.4657359027997265,19484.245626055337,4,False,False,False,True,3
3.2188758248682006,32841.011763389186,4,False,False,True,False,2
4.343805421853684,51472.20044253627,3,True,False,False,False,0
4.454347296253507,78705.94014061427,5,False,False,False,True,3
4.290459441148391,55278.92511559542,3,True,False,False,False,0
4.110873864173311,29033.57117169244,2,False,False,False,True,3
3.367295829986474,,3,False,True,False,False,1
3.1354942159291497,54586.96448878653,5,False,True,False,False,1
4.330733340286331,24211.252854660484,5,True,False,False,False,0
4.248495242049359,28670.204827618883,3,False,True,False,False,1
4.418840607796598,18599.381219265455,2,True,False,False,False,0
3.9889840465642745,30487.985475252994,1,False,True,False,False,1
4.248495242049359,38538.33846842527,3,True,False,False,False,0
3.295836866004329,-4847.271724023594,5,False,False,True,False,2
3.713572066704308,38894.76524432113,2,True,False,False,False,0
3.295836866004329,19678.53026268739,1,False,True,False,False,1
3.9889840465642745,42698.9601515875,1,True,False,False,False,0
4.110873864173311,80303.53491306613,5,False,False,False,True,3
3.2188758248682006,50385.34018002349,5,False,False,True,False,2
4.143134726391533,23862.346961383897,4,False,False,True,False,2
4.127134385045092,44700.41780069797,5,False,False,True,False,2
3.8501476017100584,16783.96281911827,3,False,False,False,True,3
3.4657359027997265,,1,False,False,True,False,2
4.04305126783455,40303.5691105336,3,False,False,True,False,2
3.091042453358316,33742.2971921991,2,True,False,False,False,0
4.02535169073515,31182.92374495523,3,False,False,True,False,2
3.6109179126442243,33715.89747192515,2,False,False,False,True,3
3.9318256327243257,15338.321602663193,2,True,False,False,False,0
4.430816798843313,48166.38520240491,1,True,False,False,False,0
3.8501476017100584,12286.603492982573,4,False,False,True,False,2
4.290459441148391,73979.4108960965,4,False,False,True,False,2
4.07753744390572,55651.57037180363,3,False,False,False,True,3
3.58351893845611,54602.530613403935,1,False,False,False,True,3
4.143134726391533,57564.12787405234,1,False,True,False,False,1
3.871201010907891,62959.64329306213,2,False,False,False,True,3
4.189654742026425,69141.7609746683,3,True,False,False,False,0
3.091042453358316,,4,True,False,False,False,0
4.382026634673881,64577.17284638896,3,False,False,False,True,3
4.477336814478207,75520.72536405407,4,False,False,False,True,3
4.499809670330265,40191.98093114626,1,False,True,False,False,1
4.48863636973214,42232.76946283623,2,False,False,True,False,2
4.007333185232471,12131.96080349159,4,False,False,False,True,3
4.406719247264253,98089.59903882204,4,False,True,False,False,1
3.2188758248682006,44030.99568736907,2,False,False,True,False,2
3.4657359027997265,75530.86490470564,5,False,False,False,True,3
4.07753744390572,3383.096760649655,5,True,False,False,False,0
4.394449154672439,21801.251576076287,3,False,True,False,False,1
3.6375861597263857,32491.01594590826,4,True,False,False,False,0
3.044522437723423,56743.08028430718,4,False,False,True,False,2
3.091042453358316,56496.92559124769,1,False,True,False,False,1
3.8066624897703196,35896.32282589931,1,True,False,False,False,0
4.219507705176107,58762.16978758083,4,True,False,False,False,0
3.8066624897703196,51638.22737301105,4,True,False,False,False,0
3.091042453358316,61365.27010325252,3,False,False,True,False,2
3.9512437185814275,70232.97566767193,3,False,False,False,True,3
4.406719247264253,111254.4500141902,3,True,False,False,False,0
3.7612001156935624,36162.339038112914,5,True,False,False,False,0
3.8501476017100584,28553.79549382664,4,False,False,True,False,2
3.7376696182833684,51178.57323889399,3,False,True,False,False,1
4.406719247264253,42554.400649614705,4,False,False,True,False,2
4.060443010546419,38845.320474191016,2,True,False,False,False,0
3.8918202981106265,71728.70530826795,5,False,False,False,True,3
4.330733340286331,57732.87524203577,2,False,False,False,True,3
4.330733340286331,62950.03618335017,2,True,False,False,False,0
3.044522437723423,87399.82882838158,4,False,False,False,True,3
4.204692619390966,90786.13983112428,3,False,False,True,False,2
3.9889840465642745,48447.910070336264,3,True,False,False,False,0
3.4011973816621555,44941.82671740268,3,False,False,True,False,2
3.6375861597263857,,3,False,True,False,False,1
4.430816798843313,78800.62351262782,2,False,False,True,False,2
4.290459441148391,57704.42095454039,1,False,False,True,False,2
2.9444389791664403,,2,False,False,False,True,3
4.174387269895637,12451.102719521845,5,False,True,False,False,1
4.219507705176107,84006.74302277605,4,False,False,False,True,3
3.091042453358316,-3240.8786620099672,1,False,False,False,True,3
2.995732273553991,,1,False,True,False,False,1
3.5263605246161616,32041.588841285567,5,False,False,False,True,3
4.3694478524670215,52725.457708833426,2,True,False,False,False,0
3.9512437185814275,64686.3770357932,3,True,False,False,False,0
3.1780538303479458,45765.92044030971,4,False,False,False,True,3
4.31748811353631,65141.23118678975,1,False,False,True,False,2
4.499809670330265,,2,False,False,False,True,3
3.6635616461296463,28333.84567944978,4,False,False,False,True,3
3.828641396489095,28106.374251138328,3,False,False,False,True,3
4.465908118654584,48392.95763662484,2,False,False,False,True,3
4.418840607796598,38577.117176715634,4,True,False,False,False,0
4.007333185232471,19717.77207701505,3,False,True,False,False,1
4.418840607796598,38497.67102565844,3,True,False,False,False,0
3.6109179126442243,22016.523409518788,1,False,False,False,True,3
3.1354942159291497,24546.18880058524,4,False,True,False,False,1
3.258096538021482,64954.05678704227,4,False,True,False,False,1
4.442651256490317,,2,True,False,False,False,0
4.48863636973214,59121.964649612026,3,False,False,False,True,3
4.454347296253507,83952.55408773104,1,False,False,True,False,2
3.6109179126442243,51676.73832841021,5,False,False,False,True,3
4.406719247264253,48739.43197525905,5,False,True,False,False,1
3.332204510175204,61048.13135984252,3,True,False,False,False,0
4.110873864173311,81015.33903742858,4,True,False,False,False,0
3.4965075614664802,41809.00684631455,1,False,True,False,False,1
4.3694478524670215,51487.635475482675,2,False,False,False,True,3
4.406719247264253,,5,False,True,False,False,1
3.9889840465642745,24072.57736991346,2,False,False,True,False,2
3.4657359027997265,,5,True,False,False,False,0
3.4339872044851463,58981.56160168125,3,True,False,False,False,0
4.30406509320417,71706.43824501759,4,False,False,False,True,3
3.5553480614894135,48802.66459835191,4,False,False,True,False,2
3.1780538303479458,50405.73656077308,2,False,False,True,False,2
4.219507705176107,51446.89890114866,3,False,True,False,False,1
4.290459441148391,38513.36390561168,4,False,True,False,False,1
3.258096538021482,29191.878728947828,1,False,False,True,False,2
4.110873864173311,24640.341810590053,4,False,False,True,False,2
3.091042453358316,,3,True,False,False,False,0
3.713572066704308,47062.48592445552,4,False,False,False,True,3
4.110873864173311,39851.15490608497,4,False,False,True,False,2
3.8501476017100584,78852.01056805051,3,False,False,False,True,3
4.02535169073515,39633.17034311401,2,True,False,False,False,0
4.07753744390572,61258.12489718484,5,False,False,True,False,2
3.367295829986474,57082.48598415658,3,True,False,False,False,0
4.04305126783455,36592.309482575416,4,False,False,False,True,3
3.970291913552122,63464.24223603638,1,True,False,False,False,0
3.912023005428146,33545.81556569383,5,True,False,False,False,0
3.58351893845611,87704.08885120795,5,False,True,False,False,1
2.9444389791664403,,2,False,False,True,False,2
4.2626798770413155,40594.97483492892,3,False,False,True,False,2
4.174387269895637,53407.43954489466,3,False,False,True,False,2
3.6375861597263857,48702.195957079704,1,False,False,True,False,2
4.189654742026425,,3,False,True,False,False,1
4.330733340286331,12796.81167559001,2,False,False,True,False,2
4.406719247264253,75173.93601397994,3,False,False,True,False,2
3.8918202981106265,45153.06352224594,2,False,False,False,True,3
3.6635616461296463,32789.87630405246,2,False,False,False,True,3
3.044522437723423,48613.283473477546,1,False,True,False,False,1
3.912023005428146,37721.11918682437,3,False,False,False,True,3
4.110873864173311,42592.14754322689,5,False,False,False,True,3
4.189654742026425,70115.30415115395,3,True,False,False,False,0
3.4965075614664802,41752.22527514968,2,False,False,False,True,3
3.1354942159291497,58576.138090009445,4,False,False,True,False,2
3.044522437723423,,4,True,False,False,False,0
2.9444389791664403,43519.81049394503,4,False,False,True,False,2
4.1588830833596715,56539.01793582793,4,False,False,True,False,2
3.9889840465642745,15657.587121560193,2,False,False,True,False,2
4.394449154672439,23101.090595442452,4,False,False,False,True,3
4.219507705176107,20142.30960168931,5,True,False,False,False,0
4.04305126783455,34987.268956777516,1,False,True,False,False,1
4.356708826689592,37646.44891419207,2,False,False,False,True,3
4.07753744390572,68368.32615745287,3,True,False,False,False,0
4.007333185232471,45937.58321810595,4,True,False,False,False,0
3.4965075614664802,,2,True,False,False,False,0
4.276666119016055,122631.98203018318,3,False,False,True,False,2
4.430816798843313,63548.13754693884,1,False,False,True,False,2
3.332204510175204,28321.345074862544,2,False,False,False,True,3
3.9512437185814275,34811.10326890138,4,False,True,False,False,1
3.9889840465642745,37603.878013816335,5,False,True,False,False,1
4.330733340286331,71396.89100022541,1,False,True,False,False,1
3.091042453358316,6021.044561108013,1,False,False,False,True,3
4.418840607796598,56415.74235943302,1,False,False,False,True,3
3.970291913552122,48970.98156359033,1,False,False,False,True,3
3.4657359027997265,72884.90015479944,3,False,True,False,False,1
3.5553480614894135,11828.698114622286,2,False,False,False,True,3
3.8918202981106265,34335.37891610805,3,False,False,False,True,3
4.127134385045092,46177.387487962966,3,True,False,False,False,0
4.143134726391533,75855.92797592291,2,False,False,True,False,2
4.30406509320417,40602.87129293695,1,False,False,False,True,3
4.499809670330265,950.0598936679248,1,False,False,False,True,3
4.290459441148391,88387.59650917137,4,False,False,False,True,3
4.48863636973214,20812.183538108296,2,False,True,False,False,1
4.30406509320417,51119.535859208365,5,False,False,False,True,3
3.5553480614894135,67988.39466589836,2,False,False,False,True,3
3.970291913552122,,3,False,False,True,False,2
3.5553480614894135,33373.50615896721,3,False,False,False,True,3
4.1588830833596715,,4,False,False,True,False,2
3.9318256327243257,34799.58864712826,4,False,False,True,False,2
3.9889840465642745,,3,False,False,True,False,2
4.48863636973214,45504.84964102145,4,False,False,False,True,3
4.248495242049359,30478.9449279592,5,False,True,False,False,1
3.9512437185814275,87091.820572614,5,True,False,False,False,0
2.9444389791664403,70025.58856638084,3,True,False,False,False,0
4.48863636973214,50860.04011352601,2,False,False,True,False,2
4.110873864173311,46037.69210168042,1,False,False,False,True,3
3.332204510175204,56692.51191640616,5,False,False,False,True,3
2.9444389791664403,,3,False,True,False,False,1
3.4657359027997265,57174.16346392268,4,True,False,False,False,0
3.7612001156935624,39869.949241024595,5,False,False,False,True,3
3.8918202981106265,29790.931807576024,5,False,False,True,False,2
4.30406509320417,14458.1940562052,5,False,True,False,False,1
4.477336814478207,21399.8047671051,2,False,True,False,False,1
3.7612001156935624,31142.99012585699,2,False,True,False,False,1
4.430816798843313,,4,False,True,False,False,1
4.23410650459726,,5,False,True,False,False,1
4.290459441148391,47857.590575024784,1,False,True,False,False,1
4.442651256490317,70879.96666209481,3,True,False,False,False,0
3.4965075614664802,52068.339637969235,3,False,True,False,False,1
4.48863636973214,-2322.7488493566993,1,False,False,False,True,3
4.0943445622221,16634.52718972827,2,False,False,False,True,3
3.367295829986474,40204.730823825776,2,False,False,True,False,2
4.382026634673881,73435.59742078085,5,False,False,False,True,3
4.430816798843313,34858.46673693906,1,True,False,False,False,0
4.430816798843313,72304.12976574991,3,False,False,False,True,3
4.174387269895637,66800.8706744133,4,True,False,False,False,0
4.007333185232471,71624.27275587272,5,False,True,False,False,1
4.174387269895637,50456.94327570907,2,True,False,False,False,0
3.6635616461296463,55479.18034685617,4,False,True,False,False,1
4.060443010546419,63517.026638900046,5,False,False,True,False,2
3.9318256327243257,36309.50136808758,1,True,False,False,False,0
4.48863636973214,64927.55637831125,4,False,False,False,True,3
3.8501476017100584,36567.256611042445,2,False,False,False,True,3
4.330733340286331,36181.63317540338,1,False,False,True,False,2
4.204692619390966,22051.008611920304,5,False,True,False,False,1
3.8066624897703196,28497.16823269919,5,False,True,False,False,1
3.8066624897703196,54675.64666296941,5,True,False,False,False,0
4.0943445622221,,4,False,True,False,False,1
4.477336814478207,76434.5968852739,5,False,False,False,True,3
3.4011973816621555,9291.50729673288,4,False,False,False,True,3
2.9444389791664403,39241.0709184289,5,False,True,False,False,1
3.58351893845611,38679.91784011115,1,False,False,True,False,2
4.290459441148391,69506.3580785169,5,False,False,False,True,3
3.871201010907891,55725.089391788984,3,True,False,False,False,0
3.58351893845611,29786.78157945905,5,False,True,False,False,1
4.48863636973214,37358.30569974628,4,False,False,True,False,2
4.007333185232471,34976.083984184115,2,False,True,False,False,1
4.1588830833596715,31187.942536332237,2,False,False,True,False,2
