Age,Income,Occupation,Satisfaction
3.6375861597263857,59238.89574183398,Retired,5
4.110873864173311,76233.04180627584,Self-Employed,4
4.04305126783455,67905.00381246945,Student,3
3.8501476017100584,73052.86115140046,Student,2
4.394449154672439,33050.06348556721,Retired,1
4.110873864173311,62109.38209693936,Retired,5
4.330733340286331,56645.93332811431,Self-Employed,1
3.2188758248682006,41210.95030785301,Student,3
3.7376696182833684,26823.177064981704,Employed,5
4.204692619390966,96659.64082739268,Student,3
4.343805421853684,64466.2777558265,Retired,1
3.2188758248682006,59544.635385737034,Self-Employed,1
4.143134726391533,50809.11384895731,Self-Employed,4
3.970291913552122,36319.64722890276,Self-Employed,5
4.219507705176107,97604.53893095232,Student,1
3.367295829986474,56174.99021650013,Self-Employed,4
4.442651256490317,80363.09232911548,Student,2
4.499809670330265,61181.594338095696,Employed,1
3.8066624897703196,47552.89508125515,Self-Employed,2
4.23410650459726,16565.593965993135,Employed,4
3.828641396489095,72343.95876121693,Employed,5
4.110873864173311,56067.064955487826,Employed,2
3.828641396489095,42146.67240212393,Self-Employed,5
4.276666119016055,76810.52455667302,Student,3
4.04305126783455,60627.95834276453,Employed,4
3.091042453358316,51397.651258638914,Employed,3
4.330733340286331,58003.86143315053,Retired,4
4.31748811353631,75355.83874687411,Retired,5
3.6635616461296463,43027.01563628859,Employed,5
3.2188758248682006,86938.07986593536,Student,3
4.30406509320417,36264.95166475006,Self-Employed,1
3.5263605246161616,21629.53140315832,Retired,4
3.1780538303479458,,Employed,5
4.219507705176107,42561.078018913286,Self-Employed,4
4.356708826689592,67755.25563570138,Self-Employed,2
3.970291913552122,73480.6915766565,Student,2
4.418840607796598,67025.2340922534,Student,5
4.3694478524670215,56029.612361789324,Self-Employed,1
4.31748811353631,37038.879645067485,Self-Employed,4
3.6375861597263857,38222.13371592464,Employed,1
4.174387269895637,,Retired,2
3.9318256327243257,32214.14469029562,Employed,1
4.330733340286331,74447.73799984579,Employed,5
4.330733340286331,72352.03261132051,Employed,5
4.04305126783455,64712.657122533965,Self-Employed,1
4.382026634673881,52242.526372948225,Student,2
4.418840607796598,69168.5001340738,Student,5
3.4011973816621555,33440.74977446478,Self-Employed,5
4.143134726391533,,Employed,3
3.2188758248682006,71742.60858185492,Retired,4
3.784189633918261,38830.34460562361,Student,3
3.713572066704308,50187.42116599329,Student,3
4.127134385045092,49652.91477638723,Retired,4
2.995732273553991,,Retired,3
4.465908118654584,42000.20333325187,Employed,2
2.995732273553991,46115.26810132651,Retired,2
4.127134385045092,59274.14112068742,Student,5
3.6888794541139363,41497.055419300676,Self-Employed,1
3.2188758248682006,,Retired,2
3.871201010907891,44046.72207001167,Self-Employed,3
4.174387269895637,45817.45202931691,Retired,2
3.4965075614664802,40397.34376490889,Student,5
3.9889840465642745,72522.1346459792,Retired,2
4.30406509320417,72371.4065920985,Self-Employed,5
4.276666119016055,21334.77689662971,Self-Employed,1
4.276666119016055,28526.10098359987,Student,1
4.31748811353631,45183.91957672367,Employed,2
3.912023005428146,30412.92891693077,Retired,2
3.5263605246161616,,Student,4
4.2626798770413155,96338.41754918903,Student,5
3.5263605246161616,39462.74333155943,Student,3
4.127134385045092,94643.31680924517,Employed,2
4.02535169073515,53561.51808340741,Retired,5
3.295836866004329,29308.85040246544,Retired,2
4.290459441148391,83584.95345864925,Employed,5
3.9512437185814275,,Self-Employed,3
3.9889840465642745,43987.47946041129,Retired,2
4.060443010546419,,Self-Employed,1
3.1780538303479458,42485.65805139257,Employed,2
4.465908118654584,45094.87162385966,Student,2
3.828641396489095,54575.10764600636,Self-Employed,2
4.110873864173311,10346.52826342965,Employed,5
3.912023005428146,32016.250740250387,Employed,5
3.4011973816621555,52921.33878189016,Retired,5
3.4339872044851463,11385.590352823743,Employed,2
4.189654742026425,55706.39604440567,Employed,1
4.174387269895637,41372.20351916987,Student,1
4.143134726391533,44758.152568017176,Retired,4
4.23410650459726,46029.994458701025,Employed,5
4.007333185232471,34516.64454619762,Employed,5
3.6109179126442243,68675.70724112484,Employed,2
3.7376696182833684,26378.051524270144,Self-Employed,3
3.970291913552122,55970.97490379997,Employed,3
4.430816798843313,94486.57401573728,Employed,4
3.8501476017100584,56780.0810399358,Student,1
4.394449154672439,56743.7752832818,Student,3
4.394449154672439,61874.30647908031,Retired,4
4.060443010546419,48259.57789057769,Self-Employed,1
3.5553480614894135,64602.64984769115,Retired,3
3.5553480614894135,19751.07213354641,Retired,5
4.276666119016055,,Student,4
4.418840607796598,43627.49597237713,Self-Employed,2
3.8501476017100584,39903.24011926462,Student,1
4.127134385045092,,Student,2
3.713572066704308,34818.21567444704,Self-Employed,5
4.02535169073515,,Employed,2
3.4965075614664802,25358.738904434416,Self-Employed,3
3.6375861597263857,49946.14035351015,Student,5
4.499809670330265,41652.34361923496,Retired,4
4.330733340286331,72962.24732355961,Self-Employed,2
3.2188758248682006,62042.26619055362,Retired,4
4.418840607796598,45514.4165870463,Self-Employed,3
4.007333185232471,65798.70476139698,Employed,1
3.6635616461296463,72903.63401905302,Employed,4
4.02535169073515,70171.61182543222,Student,1
4.007333185232471,35559.28058053118,Employed,3
3.1354942159291497,,Self-Employed,4
4.477336814478207,,Employed,3
3.367295829986474,85419.91267335274,Retired,1
3.4657359027997265,19484.245626055337,Student,4
3.2188758248682006,32841.011763389186,Self-Employed,4
4.343805421853684,51472.20044253627,Employed,3
4.454347296253507,78705.94014061427,Student,5
4.290459441148391,55278.92511559542,Employed,3
4.110873864173311,29033.57117169244,Student,2
3.367295829986474,,Retired,3
3.1354942159291497,54586.96448878653,Retired,5
4.330733340286331,24211.252854660484,Employed,5
4.248495242049359,28670.204827618883,Retired,3
4.418840607796598,18599.381219265455,Employed,2
3.9889840465642745,30487.985475252994,Retired,1
4.248495242049359,38538.33846842527,Employed,3
3.295836866004329,-4847.271724023594,Self-Employed,5
3.713572066704308,38894.76524432113,Employed,2
3.295836866004329,19678.53026268739,Retired,1
3.9889840465642745,42698.9601515875,Employed,1
4.110873864173311,80303.53491306613,Student,5
3.2188758248682006,50385.34018002349,Self-Employed,5
4.143134726391533,23862.346961383897,Self-Employed,4
4.127134385045092,44700.41780069797,Self-Employed,5
3.8501476017100584,16783.96281911827,Student,3
3.4657359027997265,,Self-Employed,1
4.04305126783455,40303.5691105336,Self-Employed,3
3.091042453358316,33742.2971921991,Employed,2
4.02535169073515,31182.92374495523,Self-Employed,3
3.6109179126442243,33715.89747192515,Student,2
3.9318256327243257,15338.321602663193,Employed,2
4.430816798843313,48166.38520240491,Employed,1
3.8501476017100584,12286.603492982573,Self-Employed,4
4.290459441148391,73979.4108960965,Self-Employed,4
4.07753744390572,55651.57037180363,Student,3
3.58351893845611,54602.530613403935,Student,1
4.143134726391533,57564.12787405234,Retired,1
3.871201010907891,62959.64329306213,Student,2
4.189654742026425,69141.7609746683,Employed,3
3.091042453358316,,Employed,4
4.382026634673881,64577.17284638896,Student,3
4.477336814478207,75520.72536405407,Student,4
4.499809670330265,40191.98093114626,Retired,1
4.48863636973214,42232.76946283623,Self-Employed,2
4.007333185232471,12131.96080349159,Student,4
4.406719247264253,98089.59903882204,Retired,4
3.2188758248682006,44030.99568736907,Self-Employed,2
3.4657359027997265,75530.86490470564,Student,5
4.07753744390572,3383.096760649655,Employed,5
4.394449154672439,21801.251576076287,Retired,3
3.6375861597263857,32491.01594590826,Employed,4
3.044522437723423,56743.08028430718,Self-Employed,4
3.091042453358316,56496.92559124769,Retired,1
3.8066624897703196,35896.32282589931,Employed,1
4.219507705176107,58762.16978758083,Employed,4
3.8066624897703196,51638.22737301105,Employed,4
3.091042453358316,61365.27010325252,Self-Employed,3
3.9512437185814275,70232.97566767193,Student,3
4.406719247264253,111254.4500141902,Employed,3
3.7612001156935624,36162.339038112914,Employed,5
3.8501476017100584,28553.79549382664,Self-Employed,4
3.7376696182833684,51178.57323889399,Retired,3
4.406719247264253,42554.400649614705,Self-Employed,4
4.060443010546419,38845.320474191016,Employed,2
3.8918202981106265,71728.70530826795,Student,5
4.330733340286331,57732.87524203577,Student,2
4.330733340286331,62950.03618335017,Employed,2
3.044522437723423,87399.82882838158,Student,4
4.204692619390966,90786.13983112428,Self-Employed,3
3.9889840465642745,48447.910070336264,Employed,3
3.4011973816621555,44941.82671740268,Self-Employed,3
3.6375861597263857,,Retired,3
4.430816798843313,78800.62351262782,Self-Employed,2
4.290459441148391,57704.42095454039,Self-Employed,1
2.9444389791664403,,Student,2
4.174387269895637,12451.102719521845,Retired,5
4.219507705176107,84006.74302277605,Student,4
3.091042453358316,-3240.8786620099672,Student,1
2.995732273553991,,Retired,1
3.5263605246161616,32041.588841285567,Student,5
4.3694478524670215,52725.457708833426,Employed,2
3.9512437185814275,64686.3770357932,Employed,3
3.1780538303479458,45765.92044030971,Student,4
4.31748811353631,65141.23118678975,Self-Employed,1
4.499809670330265,,Student,2
3.6635616461296463,28333.84567944978,Student,4
3.828641396489095,28106.374251138328,Student,3
4.465908118654584,48392.95763662484,Student,2
4.418840607796598,38577.117176715634,Employed,4
4.007333185232471,19717.77207701505,Retired,3
4.418840607796598,38497.67102565844,Employed,3
3.6109179126442243,22016.523409518788,Student,1
3.1354942159291497,24546.18880058524,Retired,4
3.258096538021482,64954.05678704227,Retired,4
4.442651256490317,,Employed,2
4.48863636973214,59121.964649612026,Student,3
4.454347296253507,83952.55408773104,Self-Employed,1
3.6109179126442243,51676.73832841021,Student,5
4.406719247264253,48739.43197525905,Retired,5
3.332204510175204,61048.13135984252,Employed,3
4.110873864173311,81015.33903742858,Employed,4
3.4965075614664802,41809.00684631455,Retired,1
4.3694478524670215,51487.635475482675,Student,2
4.406719247264253,,Retired,5
3.9889840465642745,24072.57736991346,Self-Employed,2
3.4657359027997265,,Employed,5
3.4339872044851463,58981.56160168125,Employed,3
4.30406509320417,71706.43824501759,Student,4
3.5553480614894135,48802.66459835191,Self-Employed,4
3.1780538303479458,50405.73656077308,Self-Employed,2
4.219507705176107,51446.89890114866,Retired,3
4.290459441148391,38513.36390561168,Retired,4
3.258096538021482,29191.878728947828,Self-Employed,1
4.110873864173311,24640.341810590053,Self-Employed,4
3.091042453358316,,Employed,3
3.713572066704308,47062.48592445552,Student,4
4.110873864173311,39851.15490608497,Self-Employed,4
3.8501476017100584,78852.01056805051,Student,3
4.02535169073515,39633.17034311401,Employed,2
4.07753744390572,61258.12489718484,Self-Employed,5
3.367295829986474,57082.48598415658,Employed,3
4.04305126783455,36592.309482575416,Student,4
3.970291913552122,63464.24223603638,Employed,1
3.912023005428146,33545.81556569383,Employed,5
3.58351893845611,87704.08885120795,Retired,5
2.9444389791664403,,Self-Employed,2
4.2626798770413155,40594.97483492892,Self-Employed,3
4.174387269895637,53407.43954489466,Self-Employed,3
3.6375861597263857,48702.195957079704,Self-Employed,1
4.189654742026425,,Retired,3
4.330733340286331,12796.81167559001,Self-Employed,2
4.406719247264253,75173.93601397994,Self-Employed,3
3.8918202981106265,45153.06352224594,Student,2
3.6635616461296463,32789.87630405246,Student,2
3.044522437723423,48613.283473477546,Retired,1
3.912023005428146,37721.11918682437,Student,3
4.110873864173311,42592.14754322689,Student,5
4.189654742026425,70115.30415115395,Employed,3
3.4965075614664802,41752.22527514968,Student,2
3.1354942159291497,58576.138090009445,Self-Employed,4
3.044522437723423,,Employed,4
2.9444389791664403,43519.81049394503,Self-Employed,4
4.1588830833596715,56539.01793582793,Self-Employed,4
3.9889840465642745,15657.587121560193,Self-Employed,2
4.394449154672439,23101.090595442452,Student,4
4.219507705176107,20142.30960168931,Employed,5
4.04305126783455,34987.268956777516,Retired,1
4.356708826689592,37646.44891419207,Student,2
4.07753744390572,68368.32615745287,Employed,3
4.007333185232471,45937.58321810595,Employed,4
3.4965075614664802,,Employed,2
4.276666119016055,122631.98203018318,Self-Employed,3
4.430816798843313,63548.13754693884,Self-Employed,1
3.332204510175204,28321.345074862544,Student,2
3.9512437185814275,34811.10326890138,Retired,4
3.9889840465642745,37603.878013816335,Retired,5
4.330733340286331,71396.89100022541,Retired,1
3.091042453358316,6021.044561108013,Student,1
4.418840607796598,56415.74235943302,Student,1
3.970291913552122,48970.98156359033,Student,1
3.4657359027997265,72884.90015479944,Retired,3
3.5553480614894135,11828.698114622286,Student,2
3.8918202981106265,34335.37891610805,Student,3
4.127134385045092,46177.387487962966,Employed,3
4.143134726391533,75855.92797592291,Self-Employed,2
4.30406509320417,40602.87129293695,Student,1
4.499809670330265,950.0598936679248,Student,1
4.290459441148391,88387.59650917137,Student,4
4.48863636973214,20812.183538108296,Retired,2
4.30406509320417,51119.535859208365,Student,5
3.5553480614894135,67988.39466589836,Student,2
3.970291913552122,,Self-Employed,3
3.5553480614894135,33373.50615896721,Student,3
4.1588830833596715,,Self-Employed,4
3.9318256327243257,34799.58864712826,Self-Employed,4
3.9889840465642745,,Self-Employed,3
4.48863636973214,45504.84964102145,Student,4
4.248495242049359,30478.9449279592,Retired,5
3.9512437185814275,87091.820572614,Employed,5
2.9444389791664403,70025.58856638084,Employed,3
4.48863636973214,50860.04011352601,Self-Employed,2
4.110873864173311,46037.69210168042,Student,1
3.332204510175204,56692.51191640616,Student,5
2.9444389791664403,,Retired,3
3.4657359027997265,57174.16346392268,Employed,4
3.7612001156935624,39869.949241024595,Student,5
3.8918202981106265,29790.931807576024,Self-Employed,5
4.30406509320417,14458.1940562052,Retired,5
4.477336814478207,21399.8047671051,Retired,2
3.7612001156935624,31142.99012585699,Retired,2
4.430816798843313,,Retired,4
4.23410650459726,,Retired,5
4.290459441148391,47857.590575024784,Retired,1
4.442651256490317,70879.96666209481,Employed,3
3.4965075614664802,52068.339637969235,Retired,3
4.48863636973214,-2322.7488493566993,Student,1
4.0943445622221,16634.52718972827,Student,2
3.367295829986474,40204.730823825776,Self-Employed,2
4.382026634673881,73435.59742078085,Student,5
4.430816798843313,34858.46673693906,Employed,1
4.430816798843313,72304.12976574991,Student,3
4.174387269895637,66800.8706744133,Employed,4
4.007333185232471,71624.27275587272,Retired,5
4.174387269895637,50456.94327570907,Employed,2
3.6635616461296463,55479.18034685617,Retired,4
4.060443010546419,63517.026638900046,Self-Employed,5
3.9318256327243257,36309.50136808758,Employed,1
4.48863636973214,64927.55637831125,Student,4
3.8501476017100584,36567.256611042445,Student,2
4.330733340286331,36181.63317540338,Self-Employed,1
4.204692619390966,22051.008611920304,Retired,5
3.8066624897703196,28497.16823269919,Retired,5
3.8066624897703196,54675.64666296941,Employed,5
4.0943445622221,,Retired,4
4.477336814478207,76434.5968852739,Student,5
3.4011973816621555,9291.50729673288,Student,4
2.9444389791664403,39241.0709184289,Retired,5
3.58351893845611,38679.91784011115,Self-Employed,1
4.290459441148391,69506.3580785169,Student,5
3.871201010907891,55725.089391788984,Employed,3
3.58351893845611,29786.78157945905,Retired,5
4.48863636973214,37358.30569974628,Self-Employed,4
4.007333185232471,34976.083984184115,Retired,2
4.1588830833596715,31187.942536332237,Self-Employed,2
4.290459441148391,51306.41349223419,Student,3
4.174387269895637,36640.64776315915,Employed,3
2.995732273553991,56266.025314035374,Student,4
3.9318256327243257,16161.98494438116,Student,5
4.394449154672439,34475.72101874432,Employed,3
4.356708826689592,,Retired,5
4.07753744390572,67991.02442239632,Retired,4
4.3694478524670215,53713.74204302395,Student,5
4.07753744390572,64231.18296362325,Student,2
3.784189633918261,,Retired,5
3.4011973816621555,32273.92144588152,Retired,1
3.713572066704308,34951.07733228411,Self-Employed,2
4.02535169073515,,Self-Employed,2
3.4657359027997265,54479.952222292726,Employed,1
3.044522437723423,79425.63665439018,Self-Employed,2
4.1588830833596715,40790.89539971997,Employed,2
3.1354942159291497,104635.23510606804,Retired,1
3.2188758248682006,29311.969926008624,Student,5
4.0943445622221,52459.54353998885,Retired,5
3.713572066704308,51002.39293454033,Self-Employed,1
4.060443010546419,52043.273590911725,Retired,5
4.1588830833596715,65914.02116688628,Retired,2
3.5263605246161616,69169.54291619483,Self-Employed,5
3.2188758248682006,,Self-Employed,2
4.406719247264253,53161.49372149507,Self-Employed,1
3.5553480614894135,42066.17990853887,Retired,5
4.02535169073515,29723.7674564594,Self-Employed,4
3.7612001156935624,34496.98155082915,Self-Employed,2
4.04305126783455,,Student,5
2.995732273553991,39608.46180849328,Student,5
4.418840607796598,12175.292346351316,Self-Employed,3
3.6635616461296463,12278.075097006007,Student,2
3.295836866004329,73397.3835625329,Self-Employed,5
3.912023005428146,45918.62146802558,Student,3
4.276666119016055,79361.61314714301,Student,2
3.044522437723423,60593.9303438128,Student,5
4.060443010546419,66739.60466384274,Student,4
3.1780538303479458,58647.215801263104,Employed,5
4.406719247264253,70472.12860808676,Student,1
3.1354942159291497,56845.27181210664,Employed,2
3.912023005428146,23424.982368389483,Student,2
3.58351893845611,71436.45547751978,Self-Employed,2
4.406719247264253,66357.85148165764,Retired,3
4.454347296253507,,Self-Employed,3
3.7376696182833684,,Retired,1
3.784189633918261,,Retired,4
2.995732273553991,53693.647630822685,Employed,2
3.1354942159291497,31886.49884307796,Employed,1
4.23410650459726,66952.15808425107,Student,2
3.044522437723423,51833.09531488551,Retired,3
4.30406509320417,,Retired,1
4.174387269895637,30569.741403831795,Student,5
4.465908118654584,81332.00043746161,Student,1
4.204692619390966,25572.96400147962,Student,1
4.276666119016055,29791.7317431879,Student,2
4.174387269895637,53583.3080865567,Self-Employed,4
4.442651256490317,30378.869521628618,Self-Employed,2
4.110873864173311,,Self-Employed,3
3.4657359027997265,62735.491567132536,Retired,1
3.2188758248682006,,Student,2
3.8918202981106265,91698.7216851714,Self-Employed,3
3.5553480614894135,36551.228714564946,Student,3
4.465908118654584,66843.6817216667,Retired,3
3.6635616461296463,42217.41146005567,Self-Employed,1
3.5263605246161616,71042.16959593236,Self-Employed,2
3.7612001156935624,36964.56497505813,Retired,3
4.23410650459726,45230.75645389563,Self-Employed,2
4.430816798843313,30998.13982557459,Student,5
4.343805421853684,56762.0365515071,Retired,2
3.4339872044851463,70687.70365931404,Student,2
4.499809670330265,52641.21570602896,Student,4
4.330733340286331,42001.406188802095,Self-Employed,2
4.430816798843313,72580.61665053481,Retired,5
4.499809670330265,23572.020276271953,Self-Employed,2
4.2626798770413155,74974.990252415,Self-Employed,3
4.418840607796598,60346.1423345413,Employed,3
3.713572066704308,23874.261120727253,Retired,2
4.430816798843313,26609.878105838627,Student,4
3.4339872044851463,62887.053338876125,Employed,1
4.219507705176107,35721.694363709525,Student,3
3.871201010907891,65967.37733483562,Self-Employed,3
4.189654742026425,68172.96164910053,Student,1
3.258096538021482,61059.2639200172,Retired,5
3.367295829986474,55590.27470749331,Retired,4
4.060443010546419,64589.96972837688,Self-Employed,1
4.276666119016055,27761.409546769675,Self-Employed,3
3.1354942159291497,41944.30846360594,Employed,4
4.04305126783455,51916.71906711634,Retired,5
3.58351893845611,88703.1349747611,Employed,3
2.9444389791664403,53762.75550891167,Retired,1
4.060443010546419,20374.7020636187,Self-Employed,1
3.8501476017100584,70734.06919167018,Retired,3
3.8918202981106265,79949.76138094261,Student,1
4.3694478524670215,53722.77703475985,Retired,4
4.330733340286331,39344.90908140151,Retired,4
3.4657359027997265,48723.22160992972,Student,5
3.6109179126442243,74449.80699364317,Self-Employed,2
4.290459441148391,76298.2853616729,Retired,3
4.07753744390572,33097.237931434014,Student,1
4.382026634673881,33115.7097320832,Retired,1
4.110873864173311,73605.92792875624,Retired,4
3.295836866004329,47963.11588532574,Retired,1
4.406719247264253,18913.653445491746,Retired,4
2.9444389791664403,,Employed,2
4.007333185232471,23159.408212102644,Student,3
4.02535169073515,92342.41326892376,Retired,5
3.4657359027997265,,Student,5
4.394449154672439,33598.23287498434,Retired,4
3.8066624897703196,48263.89605466428,Retired,3
4.382026634673881,41515.30399850639,Student,2
4.219507705176107,,Employed,1
3.9318256327243257,41205.24635637106,Retired,5
4.382026634673881,64877.22960512532,Retired,5
4.060443010546419,29798.11561087262,Self-Employed,4
3.4011973816621555,69937.42704421168,Student,3
4.418840607796598,66299.33100332528,Employed,1
3.5263605246161616,44319.63665903215,Employed,5
3.8501476017100584,69915.5981610309,Student,5
3.091042453358316,81756.2166416376,Self-Employed,4
3.9318256327243257,,Retired,1
4.189654742026425,23836.14570368625,Student,4
4.394449154672439,18001.49733965919,Student,4
4.04305126783455,68119.52988418358,Retired,1
4.204692619390966,48868.76055616617,Employed,1
4.04305126783455,67875.9403419921,Employed,5
3.970291913552122,31203.982742733704,Employed,1
3.4339872044851463,50690.90176446971,Self-Employed,5
