Age,Income,Occupation,Satisfaction
82,69168.5001340738,Student,5
29,33440.74977446478,Self-Employed,5
62,,Employed,3
24,71742.60858185492,Retired,4
43,38830.34460562361,Student,3
40,50187.42116599329,Student,3
61,49652.91477638723,Retired,4
19,,Retired,3
86,42000.20333325187,Employed,2
19,46115.26810132651,Retired,2
61,59274.14112068742,Student,5
39,41497.055419300676,Self-Employed,1
24,,Retired,2
47,44046.72207001167,Self-Employed,3
64,45817.45202931691,Retired,2
32,40397.34376490889,Student,5
53,72522.1346459792,Retired,2
73,72371.4065920985,Self-Employed,5
71,21334.77689662971,Self-Employed,1
71,28526.10098359987,Student,1
74,45183.91957672367,Employed,2
49,30412.92891693077,Retired,2
33,,Student,4
70,96338.41754918905,Student,5
33,39462.74333155943,Student,3
61,94643.31680924517,Employed,2
55,53561.51808340741,Retired,5
26,29308.85040246544,Retired,2
72,83584.95345864925,Employed,5
51,,Self-Employed,3
53,43987.47946041129,Retired,2
57,,Self-Employed,1
23,42485.65805139257,Employed,2
86,45094.87162385966,Student,2
45,54575.10764600636,Self-Employed,2
60,10346.52826342965,Employed,5
49,32016.250740250387,Employed,5
29,52921.33878189016,Retired,5
30,11385.590352823743,Employed,2
65,55706.39604440567,Employed,1
64,41372.20351916987,Student,1
62,44758.152568017176,Retired,4
68,46029.994458701025,Employed,5
54,34516.64454619762,Employed,5
36,68675.70724112484,Employed,2
41,26378.051524270144,Self-Employed,3
52,55970.97490379997,Employed,3
83,94486.57401573728,Employed,4
46,56780.0810399358,Student,1
80,56743.7752832818,Student,3
80,61874.30647908031,Retired,4
57,48259.57789057769,Self-Employed,1
34,64602.64984769115,Retired,3
34,19751.07213354641,Retired,5
71,,Student,4
82,43627.49597237713,Self-Employed,2
46,39903.24011926462,Student,1
61,,Student,2
40,34818.21567444704,Self-Employed,5
55,,Employed,2
32,25358.738904434416,Self-Employed,3
37,49946.14035351015,Student,5
89,41652.34361923496,Retired,4
75,72962.24732355961,Self-Employed,2
24,62042.26619055362,Retired,4
82,45514.4165870463,Self-Employed,3
54,65798.70476139698,Employed,1
38,72903.63401905302,Employed,4
55,70171.61182543222,Student,1
54,35559.28058053118,Employed,3
22,,Self-Employed,4
87,,Employed,3
28,85419.91267335274,Retired,1
31,19484.245626055337,Student,4
24,32841.011763389186,Self-Employed,4
76,51472.20044253627,Employed,3
85,78705.94014061427,Student,5
72,55278.92511559542,Employed,3
60,29033.571171692438,Student,2
28,,Retired,3
22,54586.96448878653,Retired,5
75,24211.252854660484,Employed,5
69,28670.204827618883,Retired,3
82,18599.381219265455,Employed,2
53,30487.985475252994,Retired,1
69,38538.33846842527,Employed,3
26,-4847.271724023594,Self-Employed,5
40,38894.76524432113,Employed,2
26,19678.53026268739,Retired,1
53,42698.9601515875,Employed,1
60,80303.53491306613,Student,5
24,50385.34018002349,Self-Employed,5
62,23862.346961383897,Self-Employed,4
61,44700.41780069797,Self-Employed,5
46,16783.96281911827,Student,3
31,,Self-Employed,1
56,40303.5691105336,Self-Employed,3
21,33742.2971921991,Employed,2
55,31182.92374495523,Self-Employed,3
36,33715.89747192515,Student,2
50,15338.321602663193,Employed,2
83,48166.38520240491,Employed,1
46,12286.603492982571,Self-Employed,4
72,73979.4108960965,Self-Employed,4
58,55651.57037180363,Student,3
35,54602.530613403935,Student,1
62,57564.12787405234,Retired,1
47,62959.64329306213,Student,2
65,69141.7609746683,Employed,3
21,,Employed,4
79,64577.17284638896,Student,3
87,75520.72536405407,Student,4
89,40191.98093114626,Retired,1
88,42232.76946283623,Self-Employed,2
54,12131.96080349159,Student,4
81,98089.59903882204,Retired,4
24,44030.99568736907,Self-Employed,2
31,75530.86490470564,Student,5
58,3383.096760649655,Employed,5
80,21801.251576076287,Retired,3
37,32491.01594590826,Employed,4
20,56743.08028430718,Self-Employed,4
21,56496.92559124769,Retired,1
44,35896.32282589931,Employed,1
67,58762.16978758083,Employed,4
44,51638.22737301105,Employed,4
21,61365.27010325252,Self-Employed,3
51,70232.97566767193,Student,3
81,111254.4500141902,Employed,3
42,36162.339038112914,Employed,5
46,28553.795493826638,Self-Employed,4
41,51178.57323889399,Retired,3
81,42554.400649614705,Self-Employed,4
57,38845.320474191016,Employed,2
48,71728.70530826795,Student,5
75,57732.87524203577,Student,2
75,62950.03618335017,Employed,2
20,87399.82882838158,Student,4
66,90786.13983112428,Self-Employed,3
53,48447.910070336264,Employed,3
29,44941.82671740268,Self-Employed,3
37,,Retired,3
83,78800.62351262782,Self-Employed,2
72,57704.42095454039,Self-Employed,1
18,,Student,2
64,12451.102719521843,Retired,5
67,84006.74302277605,Student,4
21,-3240.8786620099672,Student,1
19,,Retired,1
33,32041.588841285567,Student,5
78,52725.457708833426,Employed,2
51,64686.3770357932,Employed,3
23,45765.92044030971,Student,4
74,65141.23118678975,Self-Employed,1
89,,Student,2
38,28333.84567944978,Student,4
45,28106.374251138328,Student,3
86,48392.95763662484,Student,2
82,38577.117176715634,Employed,4
54,19717.77207701505,Retired,3
82,38497.67102565844,Employed,3
36,22016.523409518788,Student,1
22,24546.18880058524,Retired,4
25,64954.05678704227,Retired,4
84,,Employed,2
88,59121.964649612026,Student,3
85,83952.55408773104,Self-Employed,1
36,51676.73832841021,Student,5
81,48739.43197525905,Retired,5
27,61048.13135984252,Employed,3
60,81015.33903742858,Employed,4
32,41809.00684631455,Retired,1
78,51487.635475482675,Student,2
81,,Retired,5
53,24072.57736991346,Self-Employed,2
31,,Employed,5
30,58981.56160168125,Employed,3
73,71706.43824501759,Student,4
34,48802.66459835191,Self-Employed,4
23,50405.73656077308,Self-Employed,2
67,51446.89890114866,Retired,3
72,38513.36390561168,Retired,4
25,29191.878728947828,Self-Employed,1
60,24640.341810590053,Self-Employed,4
21,,Employed,3
40,47062.48592445552,Student,4
60,39851.15490608497,Self-Employed,4
46,78852.01056805051,Student,3
55,39633.17034311401,Employed,2
58,61258.12489718484,Self-Employed,5
28,57082.48598415658,Employed,3
56,36592.309482575416,Student,4
52,63464.24223603638,Employed,1
49,33545.81556569383,Employed,5
35,87704.08885120795,Retired,5
18,,Self-Employed,2
70,40594.97483492892,Self-Employed,3
64,53407.43954489466,Self-Employed,3
37,48702.195957079704,Self-Employed,1
65,,Retired,3
75,12796.81167559001,Self-Employed,2
81,75173.93601397994,Self-Employed,3
48,45153.06352224594,Student,2
38,32789.87630405246,Student,2
20,48613.283473477546,Retired,1
49,37721.11918682437,Student,3
60,42592.14754322689,Student,5
65,70115.30415115395,Employed,3
32,41752.22527514968,Student,2
22,58576.138090009445,Self-Employed,4
20,,Employed,4
18,43519.81049394503,Self-Employed,4
63,56539.01793582793,Self-Employed,4
53,15657.587121560193,Self-Employed,2
80,23101.090595442452,Student,4
67,20142.30960168931,Employed,5
56,34987.268956777516,Retired,1
77,37646.44891419207,Student,2
58,68368.32615745287,Employed,3
54,45937.58321810595,Employed,4
32,,Employed,2
71,122631.98203018318,Self-Employed,3
83,63548.13754693884,Self-Employed,1
27,28321.345074862544,Student,2
51,34811.10326890138,Retired,4
53,37603.878013816335,Retired,5
75,71396.89100022541,Retired,1
21,6021.044561108013,Student,1
82,56415.74235943302,Student,1
52,48970.98156359033,Student,1
31,72884.90015479944,Retired,3
34,11828.698114622286,Student,2
48,34335.37891610805,Student,3
61,46177.387487962966,Employed,3
62,75855.92797592291,Self-Employed,2
73,40602.87129293695,Student,1
89,950.0598936679249,Student,1
72,88387.59650917137,Student,4
88,20812.183538108296,Retired,2
73,51119.535859208365,Student,5
34,67988.39466589836,Student,2
52,,Self-Employed,3
34,33373.50615896721,Student,3
63,,Self-Employed,4
50,34799.58864712826,Self-Employed,4
53,,Self-Employed,3
88,45504.84964102145,Student,4
69,30478.9449279592,Retired,5
51,87091.820572614,Employed,5
18,70025.58856638084,Employed,3
88,50860.04011352601,Self-Employed,2
60,46037.69210168042,Student,1
27,56692.51191640616,Student,5
18,,Retired,3
31,57174.16346392268,Employed,4
42,39869.949241024595,Student,5
48,29790.931807576024,Self-Employed,5
73,14458.1940562052,Retired,5
87,21399.8047671051,Retired,2
42,31142.99012585699,Retired,2
83,,Retired,4
68,,Retired,5
72,47857.590575024784,Retired,1
84,70879.96666209481,Employed,3
32,52068.339637969235,Retired,3
88,-2322.7488493566993,Student,1
59,16634.52718972827,Student,2
28,40204.730823825776,Self-Employed,2
79,73435.59742078085,Student,5
83,34858.46673693906,Employed,1
83,72304.12976574991,Student,3
64,66800.8706744133,Employed,4
54,71624.27275587272,Retired,5
64,50456.94327570907,Employed,2
38,55479.18034685617,Retired,4
57,63517.026638900046,Self-Employed,5
50,36309.50136808758,Employed,1
88,64927.55637831125,Student,4
46,36567.256611042445,Student,2
75,36181.63317540338,Self-Employed,1
66,22051.008611920304,Retired,5
44,28497.168232699194,Retired,5
44,54675.64666296941,Employed,5
59,,Retired,4
87,76434.5968852739,Student,5
29,9291.50729673288,Student,4
18,39241.0709184289,Retired,5
35,38679.91784011115,Self-Employed,1
72,69506.3580785169,Student,5
47,55725.089391788984,Employed,3
35,29786.781579459046,Retired,5
88,37358.30569974628,Self-Employed,4
54,34976.083984184115,Retired,2
63,31187.942536332237,Self-Employed,2
72,51306.41349223419,Student,3
64,36640.64776315915,Employed,3
19,56266.025314035374,Student,4
50,16161.98494438116,Student,5
80,34475.72101874432,Employed,3
77,,Retired,5
58,67991.02442239632,Retired,4
78,53713.74204302395,Student,5
58,64231.18296362325,Student,2
43,,Retired,5
29,32273.92144588152,Retired,1
40,34951.07733228411,Self-Employed,2
55,,Self-Employed,2
31,54479.952222292726,Employed,1
20,79425.63665439018,Self-Employed,2
63,40790.895399719964,Employed,2
22,104635.23510606805,Retired,1
24,29311.969926008624,Student,5
59,52459.54353998885,Retired,5
40,51002.39293454033,Self-Employed,1
57,52043.273590911725,Retired,5
63,65914.02116688628,Retired,2
33,69169.54291619483,Self-Employed,5
24,,Self-Employed,2
81,53161.49372149507,Self-Employed,1
34,42066.17990853887,Retired,5
55,29723.767456459398,Self-Employed,4
42,34496.98155082915,Self-Employed,2
56,,Student,5
19,39608.46180849328,Student,5
82,12175.292346351316,Self-Employed,3
38,12278.075097006007,Student,2
26,73397.3835625329,Self-Employed,5
49,45918.62146802558,Student,3
71,79361.61314714301,Student,2
20,60593.930343812804,Student,5
57,66739.60466384274,Student,4
23,58647.215801263104,Employed,5
81,70472.12860808676,Student,1
22,56845.27181210664,Employed,2
49,23424.982368389483,Student,2
35,71436.45547751978,Self-Employed,2
81,66357.85148165764,Retired,3
85,,Self-Employed,3
41,,Retired,1
43,,Retired,4
19,53693.647630822685,Employed,2
22,31886.49884307796,Employed,1
68,66952.15808425107,Student,2
20,51833.09531488551,Retired,3
73,,Retired,1
64,30569.741403831795,Student,5
86,81332.00043746161,Student,1
66,25572.96400147962,Student,1
71,29791.7317431879,Student,2
64,53583.3080865567,Self-Employed,4
84,30378.869521628614,Self-Employed,2
60,,Self-Employed,3
31,62735.491567132536,Retired,1
24,,Student,2
48,91698.72168517139,Self-Employed,3
34,36551.228714564946,Student,3
86,66843.6817216667,Retired,3
38,42217.41146005567,Self-Employed,1
33,71042.16959593236,Self-Employed,2
42,36964.56497505813,Retired,3
68,45230.75645389563,Self-Employed,2
83,30998.13982557459,Student,5
76,56762.0365515071,Retired,2
30,70687.70365931404,Student,2
89,52641.21570602896,Student,4
75,42001.406188802095,Self-Employed,2
83,72580.61665053481,Retired,5
89,23572.020276271953,Self-Employed,2
70,74974.990252415,Self-Employed,3
82,60346.1423345413,Employed,3
40,23874.261120727253,Retired,2
83,26609.878105838627,Student,4
30,62887.053338876125,Employed,1
67,35721.694363709525,Student,3
47,65967.37733483562,Self-Employed,3
65,68172.96164910053,Student,1
25,61059.2639200172,Retired,5
28,55590.27470749331,Retired,4
57,64589.96972837688,Self-Employed,1
71,27761.409546769675,Self-Employed,3
22,41944.30846360594,Employed,4
56,51916.71906711634,Retired,5
35,88703.1349747611,Employed,3
18,53762.75550891167,Retired,1
57,20374.7020636187,Self-Employed,1
46,70734.06919167018,Retired,3
48,79949.76138094261,Student,1
78,53722.77703475985,Retired,4
75,39344.90908140151,Retired,4
31,48723.22160992972,Student,5
36,74449.80699364317,Self-Employed,2
72,76298.2853616729,Retired,3
58,33097.237931434014,Student,1
79,33115.7097320832,Retired,1
60,73605.92792875624,Retired,4
26,47963.11588532574,Retired,1
81,18913.653445491742,Retired,4
18,,Employed,2
54,23159.408212102644,Student,3
55,92342.41326892377,Retired,5
31,,Student,5
80,33598.23287498434,Retired,4
44,48263.89605466428,Retired,3
79,41515.30399850639,Student,2
67,,Employed,1
50,41205.24635637106,Retired,5
79,64877.22960512532,Retired,5
57,29798.11561087262,Self-Employed,4
29,69937.42704421168,Student,3
82,66299.33100332528,Employed,1
33,44319.63665903215,Employed,5
46,69915.5981610309,Student,5
21,81756.2166416376,Self-Employed,4
50,,Retired,1
65,23836.14570368625,Student,4
80,18001.49733965919,Student,4
56,68119.52988418358,Retired,1
66,48868.76055616617,Employed,1
56,67875.9403419921,Employed,5
52,31203.982742733704,Employed,1
30,50690.90176446971,Self-Employed,5
84,38561.4808659724,Student,4
57,53033.51781042914,Employed,4
32,65292.64767159424,Employed,1
24,48709.753160078035,Employed,2
22,38766.89584012223,Retired,3
63,53564.084147760266,Employed,2
76,61392.661763423435,Self-Employed,4
81,54923.48267713985,Self-Employed,5
22,47117.770562213904,Self-Employed,4
31,60481.71486046809,Employed,4
78,56694.76128613368,Retired,4
70,17702.55983656852,Employed,4
71,35064.91653990688,Employed,2
78,38774.289433051854,Employed,3
49,38014.180197434944,Self-Employed,3
89,50479.44752972367,Student,2
49,57441.82047228365,Self-Employed,3
21,87540.26879124396,Self-Employed,2
24,60425.956828891416,Employed,3
58,53474.800324580916,Employed,2
30,44013.69050078113,Employed,5
81,33122.125384632716,Retired,3
36,86296.95418475996,Employed,1
65,,Employed,5
53,47538.38151245825,Employed,4
34,37442.4175474146,Student,1
32,,Employed,3
84,-2238.5217348179153,Retired,2
31,43129.6485311481,Student,3
85,33868.92344117689,Retired,5
21,53923.93946639232,Self-Employed,4
86,74613.14800915777,Retired,1
75,46179.75455340223,Self-Employed,4
20,92478.81803684888,Employed,2
62,93140.55384019845,Self-Employed,2
45,18461.137320038033,Self-Employed,5
44,30640.24445898812,Student,2
68,37642.460976715614,Retired,4
44,58698.26421232012,Self-Employed,5
30,46436.04443447962,Employed,5
82,35949.515192053084,Employed,5
52,48784.0553129949,Student,1
43,51613.86011579481,Self-Employed,5
48,41402.769280542656,Employed,5
33,74591.50484113662,Employed,3
30,70962.08093694093,Employed,4
80,33163.44955715522,Employed,3
63,64333.381636984974,Student,1
21,,Self-Employed,3
73,56407.99208165796,Retired,3
63,55449.43576022298,Employed,5
30,,Self-Employed,1
32,73772.20936155514,Retired,3
41,33495.00608117111,Self-Employed,2
54,71020.92861912423,Retired,2
22,,Employed,5
39,38909.992862350184,Employed,2
29,61819.532559134364,Employed,4
25,34668.744812106364,Self-Employed,3
36,62788.664123389906,Retired,4
39,74976.90374675652,Student,4
75,96176.61260376249,Employed,2
82,27730.092298616386,Student,3
38,79392.97241471212,Student,4
80,56404.92595597959,Self-Employed,1
40,50642.163014087346,Student,3
22,58767.507008540495,Self-Employed,3
61,41942.21643454756,Self-Employed,2
84,40751.47756565081,Employed,2
25,74858.62548964129,Student,1
45,60625.213910111685,Employed,2
67,31144.572233361036,Employed,2
62,28743.459867658217,Self-Employed,3
89,45693.30395713239,Self-Employed,2
32,30959.299800934536,Retired,1
49,37566.489633231795,Self-Employed,1
23,77872.27799976755,Retired,2
22,60858.70400647674,Self-Employed,5
89,7156.631078770523,Self-Employed,4
89,49202.22933439614,Employed,4
18,40599.98205106485,Student,3
60,49494.684841287366,Student,1
40,36839.77054477413,Student,2
29,42224.378985238356,Student,1
52,66454.75993442954,Retired,5
75,77645.98650103883,Employed,3
30,66139.38408553852,Self-Employed,3
84,37639.45666575768,Student,1
63,58020.87702824837,Retired,3
32,53116.29125391519,Employed,5
23,58469.072906819245,Student,1
55,40122.082705472916,Retired,1
71,,Employed,1
70,17474.363903326906,Self-Employed,5
70,67713.16945403279,Retired,4
52,43633.755038505136,Student,2
42,78191.00001389712,Student,2
83,55699.873857468236,Self-Employed,4
21,56005.679407261756,Self-Employed,4
60,63442.07544804993,Student,5
74,44602.289645525554,Employed,1
59,35032.34265736997,Self-Employed,5
70,46949.574510466555,Self-Employed,3
25,43091.64962706817,Retired,4
33,37119.55074827952,Self-Employed,5
81,84798.57665335675,Student,2
79,46065.8948621031,Self-Employed,1
57,87553.75399204777,Retired,1
72,56787.338299200055,Employed,5
34,49927.90613466708,Self-Employed,2
62,74401.93381973487,Employed,3
40,39757.23260713936,Self-Employed,3
29,59512.15084473415,Self-Employed,1
50,31370.33298381937,Self-Employed,2
47,49094.631128433466,Self-Employed,5
18,60113.465915934685,Self-Employed,4
61,13085.354369909306,Student,3
25,12228.860155858809,Retired,1
36,,Self-Employed,1
28,102227.51511123986,Employed,1
77,64642.56797886389,Self-Employed,4
30,60727.7933539542,Self-Employed,4
42,81844.15191068774,Employed,1
30,38516.35235018898,Student,4
41,15535.532017431839,Student,1
21,,Retired,1
38,30154.662789343878,Self-Employed,1
38,4689.9898168539785,Self-Employed,2
86,51101.259711692306,Self-Employed,3
37,54903.938423251464,Self-Employed,3
55,66297.27939770094,Employed,3
22,45414.07714248357,Student,1
67,14555.928158507428,Student,3
31,32724.572535846462,Employed,1
82,96738.10555528234,Self-Employed,2
49,60745.40535491473,Employed,3
46,5293.397582586809,Self-Employed,4
74,29433.22233171937,Employed,3
28,68984.223373543,Employed,2
38,50687.93187704942,Retired,1
31,,Student,3
81,,Student,3
72,99571.42424500128,Retired,3
61,63112.247426466536,Employed,1
38,21179.185312284975,Employed,4
63,36663.5336163758,Self-Employed,4
29,36265.029409812814,Student,1
32,75035.80177168765,Student,1
54,72914.94485788238,Self-Employed,4
50,13807.123517083415,Employed,1
30,56024.66510763063,Self-Employed,4
71,88118.66475418393,Student,3
44,46080.361515518525,Employed,1
42,46949.86179778604,Retired,5
30,61203.699087207344,Self-Employed,1
74,40969.77631855027,Self-Employed,5
56,50835.726692241085,Retired,4
71,,Retired,5
69,51644.693179003094,Employed,5
31,58577.69236914519,Retired,5
83,33774.933087538346,Employed,2
86,35237.623513989005,Retired,3
23,,Employed,1
56,58937.02739589652,Retired,5
30,69486.33067767543,Student,5
36,50643.728172169715,Student,5
34,65310.24892333237,Employed,3
37,42777.87349594877,Employed,4
61,37210.97916441698,Employed,4
34,55280.96861340982,Self-Employed,4
47,32464.84319936178,Retired,2
62,,Retired,2
89,49508.02424418607,Employed,3
52,30168.162675868934,Student,5
54,48604.694396203595,Employed,5
25,44916.190424238535,Self-Employed,4
24,72796.65394262466,Retired,5
77,90456.86517326978,Employed,1
33,39011.70580679438,Student,3
33,73598.54738058276,Retired,4
47,62719.7905760903,Self-Employed,3
77,52506.32583417951,Self-Employed,1
60,32414.497312518306,Employed,2
87,81197.46513226407,Student,1
73,53343.90683787626,Student,5
85,57191.15757793798,Employed,2
85,53899.02136328006,Employed,1
23,,Employed,3
86,,Student,5
30,45623.77552119153,Retired,5
66,58643.62004514417,Self-Employed,5
88,30974.497457142403,Employed,4
22,65741.11871584631,Employed,3
20,38844.05457446434,Self-Employed,1
87,45337.176470912134,Retired,1
58,60596.0425251045,Retired,4
64,94216.575417733,Student,4
57,55803.02461692805,Student,1
73,50255.09949542277,Self-Employed,2
33,49397.99624217401,Retired,4
51,,Retired,1
55,96851.2015900331,Self-Employed,5
87,35427.28278174138,Self-Employed,4
20,57767.66502866785,Student,4
88,39482.845886971416,Student,1
20,20098.091341382133,Self-Employed,5
21,,Retired,3
74,35774.78900426852,Retired,3
68,57649.32003636118,Self-Employed,5
54,31845.745338016954,Student,1
85,45375.77299189137,Student,3
40,8213.79167486964,Employed,3
59,16308.363177055946,Self-Employed,4
26,63566.90906312821,Self-Employed,2
36,70935.11477989765,Student,4
40,36957.01438581083,Employed,4
76,24699.164211595988,Retired,3
86,59328.92046776657,Student,2
19,40796.64550421474,Student,4
84,29594.322941175004,Self-Employed,2
21,72858.51177468526,Retired,2
63,87053.40593735677,Retired,2
78,58556.218649242335,Student,2
89,48778.955606610354,Employed,2
55,,Self-Employed,2
20,50757.92523440125,Retired,3
37,66974.29534035454,Self-Employed,5
59,22562.48200923228,Self-Employed,3
37,96753.01441216283,Self-Employed,5
71,14808.792571928663,Self-Employed,3
86,77733.879281184,Employed,2
41,56743.59768078212,Retired,5
85,46486.50039025596,Self-Employed,2
71,69462.12673919872,Self-Employed,1
48,19512.638567359794,Employed,5
35,8246.211222653921,Student,1
71,1873.653631545631,Retired,4
23,78639.59503088075,Student,4
75,34516.73692018699,Retired,3
35,,Retired,1
72,55165.85329590951,Self-Employed,4
73,53663.260238011666,Self-Employed,4
21,63829.75859855448,Retired,1
72,42627.653285558205,Student,1
39,18646.09086675533,Employed,3
60,55553.882886000334,Self-Employed,5
36,58716.868850941486,Retired,5
32,35997.006108178924,Employed,3
